date,open,high,low,close,volume,symbol,exchange,source,interval
2024-01-28,94.18190002441406,99.37737274169922,93.538330078125,95.93798065185547,2425625612,SOL-USD,CRYPTO,yfinance,1d
2024-01-29,95.93798065185547,101.77191162109375,95.17613220214844,101.56666564941406,2604890575,SOL-USD,CRYPTO,yfinance,1d
2024-01-30,101.56666564941406,106.21345520019531,101.10939025878906,101.47297668457031,3328090833,SOL-USD,CRYPTO,yfinance,1d
2024-01-31,101.44925689697266,102.54806518554688,96.10359191894531,97.0287094116211,3814467068,SOL-USD,CRYPTO,yfinance,1d
2024-02-01,97.02484130859375,97.9441909790039,93.37918853759766,97.84669494628906,2951395444,SOL-USD,CRYPTO,yfinance,1d
2024-02-02,97.8346939086914,102.41262817382812,97.57415771484375,100.44052124023438,2574044077,SOL-USD,CRYPTO,yfinance,1d
2024-02-03,100.45113372802734,101.0589828491211,96.81257629394531,97.8799819946289,1349320819,SOL-USD,CRYPTO,yfinance,1d
2024-02-04,97.88506317138672,98.45758819580078,95.26637268066406,95.47695922851562,1304106726,SOL-USD,CRYPTO,yfinance,1d
2024-02-05,95.47146606445312,98.5440444946289,94.29252624511719,95.54866027832031,1635327054,SOL-USD,CRYPTO,yfinance,1d
2024-02-06,95.54961395263672,97.79078674316406,93.2807388305664,96.86107635498047,1699997346,SOL-USD,CRYPTO,yfinance,1d
2024-02-07,96.86189270019531,101.23660278320312,94.72022247314453,100.97927856445312,1733607189,SOL-USD,CRYPTO,yfinance,1d
2024-02-08,100.99549865722656,104.79804229736328,100.55369567871094,102.78563690185547,2288429230,SOL-USD,CRYPTO,yfinance,1d
2024-02-09,102.79017639160156,108.98772430419922,102.79017639160156,106.93333435058594,2852770180,SOL-USD,CRYPTO,yfinance,1d
2024-02-10,106.93366241455078,110.74279022216797,106.93366241455078,109.1314697265625,1836561570,SOL-USD,CRYPTO,yfinance,1d
2024-02-11,109.1166763305664,110.55686950683594,107.35765075683594,107.49528503417969,1370383843,SOL-USD,CRYPTO,yfinance,1d
2024-02-12,107.49263000488281,112.06966400146484,103.60929107666016,111.99275207519531,2650731894,SOL-USD,CRYPTO,yfinance,1d
2024-02-13,111.97724914550781,114.8106460571289,108.49378204345703,112.57930755615234,2709494768,SOL-USD,CRYPTO,yfinance,1d
2024-02-14,112.57496643066406,118.3277816772461,110.87847137451172,116.97632598876953,2391239729,SOL-USD,CRYPTO,yfinance,1d
2024-02-15,116.98538970947266,118.3064956665039,111.77587890625,113.69940948486328,2471486178,SOL-USD,CRYPTO,yfinance,1d
2024-02-16,113.6730728149414,114.25308990478516,108.34872436523438,110.44591522216797,1921299579,SOL-USD,CRYPTO,yfinance,1d
2024-02-17,110.44330596923828,111.07304382324219,106.1252212524414,108.98401641845703,1370606631,SOL-USD,CRYPTO,yfinance,1d
2024-02-18,108.98760223388672,114.00138092041016,107.60671997070312,112.17467498779297,1516321334,SOL-USD,CRYPTO,yfinance,1d
2024-02-19,112.17882537841797,114.71797943115234,111.08141326904297,111.4853286743164,1898655220,SOL-USD,CRYPTO,yfinance,1d
2024-02-20,111.48344421386719,112.0367431640625,104.89022827148438,108.45964050292969,2656976089,SOL-USD,CRYPTO,yfinance,1d
2024-02-21,108.45266723632812,108.45266723632812,100.41201782226562,105.1252212524414,2246861647,SOL-USD,CRYPTO,yfinance,1d
2024-02-22,105.12030792236328,106.99540710449219,101.64240264892578,101.66979217529297,1830636004,SOL-USD,CRYPTO,yfinance,1d
2024-02-23,101.67462158203125,103.02283477783203,98.9583511352539,99.95469665527344,1483285120,SOL-USD,CRYPTO,yfinance,1d
2024-02-24,99.95437622070312,104.64539337158203,98.585205078125,104.1335220336914,1083637514,SOL-USD,CRYPTO,yfinance,1d
2024-02-25,104.1326675415039,104.32994079589844,102.17102813720703,103.4534912109375,909662462,SOL-USD,CRYPTO,yfinance,1d
2024-02-26,103.4507064819336,110.58035278320312,100.4552001953125,109.91853332519531,2334408023,SOL-USD,CRYPTO,yfinance,1d
2024-02-27,109.91878509521484,112.2047119140625,105.89693450927734,108.3880844116211,2723995106,SOL-USD,CRYPTO,yfinance,1d
2024-02-28,108.39923858642578,118.05220031738281,107.46087646484375,118.05220031738281,5029492553,SOL-USD,CRYPTO,yfinance,1d
2024-02-29,118.2387466430664,134.4656982421875,117.66751861572266,125.71151733398438,6950123902,SOL-USD,CRYPTO,yfinance,1d
2024-03-01,125.63670349121094,137.60186767578125,125.63670349121094,129.9904022216797,4743077738,SOL-USD,CRYPTO,yfinance,1d
2024-03-02,129.98231506347656,131.45486450195312,127.6808853149414,129.70018005371094,2741772676,SOL-USD,CRYPTO,yfinance,1d
2024-03-03,129.7933807373047,132.062744140625,125.76932525634766,130.45086669921875,2875614168,SOL-USD,CRYPTO,yfinance,1d
2024-03-04,130.42323303222656,134.87417602539062,127.79814147949219,133.194580078125,4429758300,SOL-USD,CRYPTO,yfinance,1d
2024-03-05,133.15936279296875,142.65093994140625,109.53875732421875,125.70671081542969,8980294607,SOL-USD,CRYPTO,yfinance,1d
2024-03-06,125.69921112060547,134.8106231689453,120.31733703613281,130.7420196533203,5146680159,SOL-USD,CRYPTO,yfinance,1d
2024-03-07,130.7420196533203,149.2247314453125,130.70175170898438,143.9778594970703,7111178325,SOL-USD,CRYPTO,yfinance,1d
2024-03-08,143.97727966308594,152.4179229736328,142.53614807128906,145.2400360107422,5474659974,SOL-USD,CRYPTO,yfinance,1d
2024-03-09,145.24032592773438,149.35128784179688,144.29037475585938,144.6072540283203,2946261381,SOL-USD,CRYPTO,yfinance,1d
2024-03-10,144.60733032226562,148.6719207763672,140.83999633789062,144.5151824951172,3407621981,SOL-USD,CRYPTO,yfinance,1d
2024-03-11,144.5144805908203,150.01797485351562,137.6329803466797,148.75096130371094,5383624184,SOL-USD,CRYPTO,yfinance,1d
2024-03-12,148.7496795654297,154.94229125976562,142.87014770507812,151.01544189453125,6413617983,SOL-USD,CRYPTO,yfinance,1d
2024-03-13,151.01544189453125,166.44876098632812,148.94561767578125,163.83981323242188,5917471836,SOL-USD,CRYPTO,yfinance,1d
2024-03-14,163.83993530273438,177.8926239013672,160.23355102539062,176.67974853515625,8399967972,SOL-USD,CRYPTO,yfinance,1d
2024-03-15,176.67974853515625,188.50135803222656,165.4127197265625,182.96469116210938,14093348410,SOL-USD,CRYPTO,yfinance,1d
2024-03-16,182.96751403808594,197.65599060058594,177.46127319335938,181.88034057617188,11794134069,SOL-USD,CRYPTO,yfinance,1d
2024-03-17,181.88034057617188,204.29254150390625,179.22560119628906,202.12356567382812,10876218562,SOL-USD,CRYPTO,yfinance,1d
2024-03-18,202.1226043701172,209.69606018066406,194.8494110107422,195.9927520751953,11137647410,SOL-USD,CRYPTO,yfinance,1d
2024-03-19,195.9927520751953,198.24107360839844,166.17674255371094,170.0162811279297,11658593922,SOL-USD,CRYPTO,yfinance,1d
2024-03-20,170.0162811279297,192.9118194580078,163.2962646484375,191.54962158203125,8673957460,SOL-USD,CRYPTO,yfinance,1d
2024-03-21,191.54962158203125,195.30612182617188,176.2833251953125,179.2207489013672,5613811275,SOL-USD,CRYPTO,yfinance,1d
2024-03-22,179.23980712890625,181.3232421875,167.8778533935547,174.36370849609375,4150938142,SOL-USD,CRYPTO,yfinance,1d
2024-03-23,174.36370849609375,178.80010986328125,171.0169677734375,172.90225219726562,2711581881,SOL-USD,CRYPTO,yfinance,1d
2024-03-24,172.8978729248047,186.62942504882812,171.67372131347656,183.57345581054688,2661231893,SOL-USD,CRYPTO,yfinance,1d
2024-03-25,183.57345581054688,194.43026733398438,181.25234985351562,189.0835418701172,4066489821,SOL-USD,CRYPTO,yfinance,1d
2024-03-26,189.08338928222656,196.2930450439453,186.75282287597656,190.69985961914062,3520179571,SOL-USD,CRYPTO,yfinance,1d
2024-03-27,190.69998168945312,192.49658203125,180.42044067382812,186.36146545410156,3844985014,SOL-USD,CRYPTO,yfinance,1d
2024-03-28,186.36146545410156,190.8834686279297,180.99761962890625,189.6216278076172,2910414256,SOL-USD,CRYPTO,yfinance,1d
2024-03-29,189.6216278076172,192.96981811523438,183.6461639404297,192.2279510498047,3031009580,SOL-USD,CRYPTO,yfinance,1d
2024-03-30,192.2278594970703,199.73094177246094,191.21678161621094,194.3855438232422,2999311846,SOL-USD,CRYPTO,yfinance,1d
2024-03-31,194.37579345703125,203.02679443359375,194.0353240966797,202.87413024902344,2342185476,SOL-USD,CRYPTO,yfinance,1d
2024-04-01,202.8744354248047,204.1797637939453,187.4888916015625,192.5678253173828,3872515434,SOL-USD,CRYPTO,yfinance,1d
2024-04-02,192.5678253173828,192.56942749023438,176.132080078125,181.17225646972656,4553269015,SOL-USD,CRYPTO,yfinance,1d
2024-04-03,181.1727294921875,191.6926727294922,177.3955078125,185.2486114501953,4160370221,SOL-USD,CRYPTO,yfinance,1d
2024-04-04,185.2486114501953,190.06968688964844,180.51229858398438,183.95811462402344,4101220964,SOL-USD,CRYPTO,yfinance,1d
2024-04-05,183.95811462402344,184.977783203125,168.23606872558594,174.5015106201172,7398400404,SOL-USD,CRYPTO,yfinance,1d
2024-04-06,174.5015106201172,179.69752502441406,173.8743133544922,178.91534423828125,4672922789,SOL-USD,CRYPTO,yfinance,1d
2024-04-07,178.91534423828125,182.5382080078125,177.0657958984375,179.6498565673828,1854793003,SOL-USD,CRYPTO,yfinance,1d
2024-04-08,179.65069580078125,184.30287170410156,175.58998107910156,180.78477478027344,2744377905,SOL-USD,CRYPTO,yfinance,1d
2024-04-09,180.77951049804688,180.82568359375,169.36776733398438,172.4136199951172,2688188866,SOL-USD,CRYPTO,yfinance,1d
2024-04-10,172.4142608642578,175.32261657714844,163.81312561035156,173.43736267089844,3344074648,SOL-USD,CRYPTO,yfinance,1d
2024-04-11,173.43736267089844,176.2355194091797,170.3934326171875,172.5763702392578,2712334365,SOL-USD,CRYPTO,yfinance,1d
2024-04-12,172.5763702392578,175.8086395263672,145.51638793945312,153.63546752929688,4727185451,SOL-USD,CRYPTO,yfinance,1d
2024-04-13,153.6344757080078,154.94395446777344,119.83334350585938,139.34169006347656,8976793985,SOL-USD,CRYPTO,yfinance,1d
2024-04-14,139.34169006347656,152.50100708007812,131.28717041015625,151.28494262695312,7110974218,SOL-USD,CRYPTO,yfinance,1d
2024-04-15,151.2994384765625,155.96116638183594,134.5725555419922,138.5086212158203,5699439234,SOL-USD,CRYPTO,yfinance,1d
2024-04-16,138.507568359375,140.27830505371094,126.86528015136719,136.27932739257812,5156084639,SOL-USD,CRYPTO,yfinance,1d
2024-04-17,136.27911376953125,142.60438537597656,127.5289535522461,131.86618041992188,4888546522,SOL-USD,CRYPTO,yfinance,1d
2024-04-18,131.86717224121094,143.72735595703125,128.07675170898438,142.0823974609375,4193561506,SOL-USD,CRYPTO,yfinance,1d
2024-04-19,142.0823974609375,147.3337860107422,128.86282348632812,142.6804962158203,5857667913,SOL-USD,CRYPTO,yfinance,1d
2024-04-20,142.67845153808594,152.09918212890625,140.00570678710938,151.13356018066406,2795892211,SOL-USD,CRYPTO,yfinance,1d
2024-04-21,151.1340789794922,153.42225646972656,147.16952514648438,148.60931396484375,2211663291,SOL-USD,CRYPTO,yfinance,1d
2024-04-22,148.60931396484375,158.37271118164062,146.99169921875,157.03121948242188,2959650502,SOL-USD,CRYPTO,yfinance,1d
2024-04-23,157.03121948242188,159.94459533691406,153.3231201171875,154.70130920410156,2750685937,SOL-USD,CRYPTO,yfinance,1d
2024-04-24,154.70130920410156,159.58090209960938,145.77056884765625,147.74514770507812,3932336720,SOL-USD,CRYPTO,yfinance,1d
2024-04-25,147.74961853027344,149.3037567138672,142.2645721435547,144.89212036132812,3674969172,SOL-USD,CRYPTO,yfinance,1d
2024-04-26,144.88917541503906,145.8546142578125,138.90838623046875,139.10433959960938,2564389027,SOL-USD,CRYPTO,yfinance,1d
2024-04-27,139.10433959960938,142.87451171875,134.02891540527344,141.28916931152344,2373155947,SOL-USD,CRYPTO,yfinance,1d
2024-04-28,141.28916931152344,144.51388549804688,137.23301696777344,137.85641479492188,1959005342,SOL-USD,CRYPTO,yfinance,1d
2024-04-29,137.8601837158203,138.7387237548828,133.70916748046875,137.7766571044922,2464951751,SOL-USD,CRYPTO,yfinance,1d
2024-04-30,137.7772979736328,139.6676483154297,121.63745880126953,126.96270751953125,3407320371,SOL-USD,CRYPTO,yfinance,1d
2024-05-01,126.9625473022461,135.11386108398438,119.38481140136719,134.6279754638672,4136407963,SOL-USD,CRYPTO,yfinance,1d
2024-05-02,134.6279754638672,140.28152465820312,128.26028442382812,137.81448364257812,3380078368,SOL-USD,CRYPTO,yfinance,1d
2024-05-03,137.81448364257812,144.9600372314453,136.12342834472656,143.77255249023438,3216962298,SOL-USD,CRYPTO,yfinance,1d
2024-05-04,143.77220153808594,148.9357452392578,142.56625366210938,146.1350555419922,3050187811,SOL-USD,CRYPTO,yfinance,1d
2024-05-05,146.1350555419922,147.91647338867188,143.47845458984375,145.71302795410156,2034794725,SOL-USD,CRYPTO,yfinance,1d
2024-05-06,145.71205139160156,156.62669372558594,145.58432006835938,152.80239868164062,2926902880,SOL-USD,CRYPTO,yfinance,1d
2024-05-07,152.80667114257812,159.05345153808594,148.0836181640625,148.1343231201172,2687619013,SOL-USD,CRYPTO,yfinance,1d
2024-05-08,148.1343231201172,149.81089782714844,140.16909790039062,142.29473876953125,2502237557,SOL-USD,CRYPTO,yfinance,1d
2024-05-09,142.29473876953125,153.08624267578125,140.78964233398438,152.84994506835938,2249863780,SOL-USD,CRYPTO,yfinance,1d
2024-05-10,152.8529052734375,155.41159057617188,144.9387969970703,146.21690368652344,2471594251,SOL-USD,CRYPTO,yfinance,1d
2024-05-11,146.2169647216797,147.4264373779297,143.33140563964844,145.3143768310547,1243751505,SOL-USD,CRYPTO,yfinance,1d
2024-05-12,145.3143768310547,147.57147216796875,142.8818359375,143.52081298828125,936690341,SOL-USD,CRYPTO,yfinance,1d
2024-05-13,143.52081298828125,150.54666137695312,138.03285217285156,147.28233337402344,2556255769,SOL-USD,CRYPTO,yfinance,1d
2024-05-14,147.27908325195312,148.8286895751953,141.9068603515625,142.0303955078125,2586166419,SOL-USD,CRYPTO,yfinance,1d
2024-05-15,142.0303955078125,158.64071655273438,141.35032653808594,158.18682861328125,3585715674,SOL-USD,CRYPTO,yfinance,1d
2024-05-16,158.18775939941406,164.31932067871094,156.7726287841797,159.116455078125,3498272951,SOL-USD,CRYPTO,yfinance,1d
2024-05-17,159.116455078125,171.6060791015625,159.116455078125,169.53054809570312,3371355809,SOL-USD,CRYPTO,yfinance,1d
2024-05-18,169.53054809570312,175.7790985107422,168.9330596923828,172.5391387939453,2479657643,SOL-USD,CRYPTO,yfinance,1d
2024-05-19,172.53919982910156,175.1893310546875,166.7326202392578,170.0913543701172,2300080451,SOL-USD,CRYPTO,yfinance,1d
2024-05-20,170.0913543701172,187.44712829589844,168.0304412841797,186.52049255371094,4636864705,SOL-USD,CRYPTO,yfinance,1d
2024-05-21,186.51951599121094,188.49383544921875,174.71170043945312,178.11614990234375,4568414163,SOL-USD,CRYPTO,yfinance,1d
2024-05-22,178.1156768798828,183.0676727294922,175.4474639892578,176.86077880859375,3833758536,SOL-USD,CRYPTO,yfinance,1d
2024-05-23,176.8631134033203,180.165283203125,167.4036865234375,175.98577880859375,5117258940,SOL-USD,CRYPTO,yfinance,1d
2024-05-24,175.98577880859375,176.03147888183594,162.8658905029297,167.7969207763672,4013502065,SOL-USD,CRYPTO,yfinance,1d
2024-05-25,167.7969207763672,170.3550567626953,166.11300659179688,168.43763732910156,1875205755,SOL-USD,CRYPTO,yfinance,1d
2024-05-26,168.43763732910156,168.43927001953125,161.2638702392578,163.3509063720703,2543881488,SOL-USD,CRYPTO,yfinance,1d
2024-05-27,163.3509063720703,171.98854064941406,163.33544921875,169.9961395263672,2745440475,SOL-USD,CRYPTO,yfinance,1d
2024-05-28,169.9961395263672,173.0171356201172,164.97340393066406,168.65084838867188,3342283019,SOL-USD,CRYPTO,yfinance,1d
2024-05-29,168.65084838867188,173.64195251464844,167.3238525390625,168.0726776123047,2852496248,SOL-USD,CRYPTO,yfinance,1d
2024-05-30,168.0726776123047,172.41778564453125,163.6839599609375,166.97653198242188,2932316784,SOL-USD,CRYPTO,yfinance,1d
2024-05-31,166.97653198242188,170.63156127929688,163.93309020996094,165.63771057128906,2415920333,SOL-USD,CRYPTO,yfinance,1d
2024-06-01,165.63772583007812,167.73709106445312,165.5856170654297,166.03067016601562,1058869941,SOL-USD,CRYPTO,yfinance,1d
2024-06-02,166.0296173095703,166.9154815673828,161.6532440185547,163.24990844726562,1562269041,SOL-USD,CRYPTO,yfinance,1d
2024-06-03,163.25015258789062,167.03875732421875,161.8537139892578,164.9234619140625,2182487608,SOL-USD,CRYPTO,yfinance,1d
2024-06-04,164.92506408691406,171.8168182373047,164.51553344726562,171.8019256591797,2057558426,SOL-USD,CRYPTO,yfinance,1d
2024-06-05,171.8019256591797,175.47531127929688,171.38299560546875,173.48291015625,2405906612,SOL-USD,CRYPTO,yfinance,1d
2024-06-06,173.48291015625,174.30470275878906,167.8642120361328,170.01622009277344,1965442993,SOL-USD,CRYPTO,yfinance,1d
2024-06-07,170.01583862304688,172.4381561279297,155.79876708984375,162.50704956054688,3298527575,SOL-USD,CRYPTO,yfinance,1d
2024-06-08,162.4967498779297,163.62017822265625,157.54295349121094,157.96890258789062,1722237785,SOL-USD,CRYPTO,yfinance,1d
2024-06-09,157.96371459960938,162.91897583007812,156.76876831054688,162.08360290527344,1475878151,SOL-USD,CRYPTO,yfinance,1d
2024-06-10,162.07888793945312,162.8277587890625,157.77020263671875,158.9280242919922,1815361482,SOL-USD,CRYPTO,yfinance,1d
2024-06-11,158.9341278076172,159.52310180664062,145.8651885986328,149.42898559570312,2812642453,SOL-USD,CRYPTO,yfinance,1d
2024-06-12,149.4223175048828,161.51483154296875,145.82144165039062,155.1775665283203,2853692260,SOL-USD,CRYPTO,yfinance,1d
2024-06-13,155.19235229492188,155.19235229492188,146.1722412109375,147.31442260742188,2085097655,SOL-USD,CRYPTO,yfinance,1d
2024-06-14,147.28204345703125,148.78933715820312,140.11538696289062,143.0944366455078,2330458883,SOL-USD,CRYPTO,yfinance,1d
2024-06-15,143.07408142089844,145.5409698486328,143.02365112304688,145.41221618652344,1065293341,SOL-USD,CRYPTO,yfinance,1d
2024-06-16,145.41796875,151.12550354003906,143.17953491210938,151.12550354003906,1147997523,SOL-USD,CRYPTO,yfinance,1d
2024-06-17,151.13723754882812,151.58477783203125,140.13880920410156,143.3342742919922,2244770232,SOL-USD,CRYPTO,yfinance,1d
2024-06-18,143.314697265625,143.61065673828125,130.28907775878906,137.50399780273438,4046511952,SOL-USD,CRYPTO,yfinance,1d
2024-06-19,137.4798126220703,141.66993713378906,134.73263549804688,135.60960388183594,2241396569,SOL-USD,CRYPTO,yfinance,1d
2024-06-20,135.60960388183594,141.0752410888672,132.087646484375,133.47296142578125,2343938226,SOL-USD,CRYPTO,yfinance,1d
2024-06-21,133.47195434570312,135.22915649414062,128.9219207763672,134.5883026123047,2214701928,SOL-USD,CRYPTO,yfinance,1d
2024-06-22,134.56765747070312,136.46005249023438,133.14248657226562,133.6702423095703,948392979,SOL-USD,CRYPTO,yfinance,1d
2024-06-23,133.66000366210938,135.005859375,128.2696990966797,128.59042358398438,1063910411,SOL-USD,CRYPTO,yfinance,1d
2024-06-24,128.59800720214844,132.3112335205078,123.6693344116211,132.24139404296875,3420423301,SOL-USD,CRYPTO,yfinance,1d
2024-06-25,132.26934814453125,139.72958374023438,131.29635620117188,136.5592041015625,2517391150,SOL-USD,CRYPTO,yfinance,1d
2024-06-26,136.5549774169922,140.16876220703125,134.92576599121094,136.60914611816406,1670038554,SOL-USD,CRYPTO,yfinance,1d
2024-06-27,136.61341857910156,150.7672119140625,135.2449951171875,149.44837951660156,2831651846,SOL-USD,CRYPTO,yfinance,1d
2024-06-28,149.4542694091797,150.0515899658203,139.30589294433594,139.70339965820312,2396070692,SOL-USD,CRYPTO,yfinance,1d
2024-06-29,139.7193145751953,142.8238525390625,139.6678009033203,140.01014709472656,1139066175,SOL-USD,CRYPTO,yfinance,1d
2024-06-30,140.01272583007812,147.19932556152344,137.14137268066406,146.49249267578125,1567841881,SOL-USD,CRYPTO,yfinance,1d
2024-07-01,146.4812774658203,148.7985076904297,145.8227996826172,146.59506225585938,1814659116,SOL-USD,CRYPTO,yfinance,1d
2024-07-02,146.5885467529297,154.7129669189453,146.12054443359375,153.7004852294922,2024773533,SOL-USD,CRYPTO,yfinance,1d
2024-07-03,153.7111358642578,154.197998046875,139.5172576904297,140.73141479492188,2813419415,SOL-USD,CRYPTO,yfinance,1d
2024-07-04,140.71533203125,142.51486206054688,127.55081939697266,127.55081939697266,3243822145,SOL-USD,CRYPTO,yfinance,1d
2024-07-05,127.60507202148438,135.84579467773438,122.44230651855469,134.3693389892578,4644036182,SOL-USD,CRYPTO,yfinance,1d
2024-07-06,134.36329650878906,144.0084686279297,132.61329650878906,143.24118041992188,2078535871,SOL-USD,CRYPTO,yfinance,1d
2024-07-07,143.1870574951172,143.1870574951172,131.7740936279297,131.7740936279297,1842515124,SOL-USD,CRYPTO,yfinance,1d
2024-07-08,131.79702758789062,141.6341094970703,128.56292724609375,139.4636993408203,3692404575,SOL-USD,CRYPTO,yfinance,1d
2024-07-09,139.537353515625,143.92938232421875,136.74093627929688,141.34844970703125,2418798702,SOL-USD,CRYPTO,yfinance,1d
2024-07-10,141.3741455078125,145.8537139892578,138.85604858398438,141.97479248046875,1952272010,SOL-USD,CRYPTO,yfinance,1d
2024-07-11,141.98280334472656,145.32443237304688,135.84751892089844,135.8832244873047,2286890972,SOL-USD,CRYPTO,yfinance,1d
2024-07-12,135.86402893066406,140.42477416992188,134.15914916992188,139.52801513671875,1990173458,SOL-USD,CRYPTO,yfinance,1d
2024-07-13,139.52639770507812,143.367431640625,138.17953491210938,141.9249725341797,1131518484,SOL-USD,CRYPTO,yfinance,1d
2024-07-14,141.92665100097656,148.54705810546875,141.92665100097656,147.622314453125,2009294488,SOL-USD,CRYPTO,yfinance,1d
2024-07-15,147.6661376953125,159.9420623779297,147.202880859375,159.93397521972656,2580623500,SOL-USD,CRYPTO,yfinance,1d
2024-07-16,159.77333068847656,162.46951293945312,153.05372619628906,160.5518798828125,3034234774,SOL-USD,CRYPTO,yfinance,1d
2024-07-17,160.56329345703125,163.59523010253906,155.06703186035156,155.5841064453125,2255652667,SOL-USD,CRYPTO,yfinance,1d
2024-07-18,155.59104919433594,161.587158203125,155.5660400390625,159.07241821289062,2044591406,SOL-USD,CRYPTO,yfinance,1d
2024-07-19,159.0923309326172,171.50674438476562,156.60653686523438,169.1858673095703,3617009839,SOL-USD,CRYPTO,yfinance,1d
2024-07-20,169.1826171875,174.831298828125,167.55731201171875,173.89178466796875,1908476088,SOL-USD,CRYPTO,yfinance,1d
2024-07-21,173.89373779296875,184.8703155517578,171.1182098388672,184.54161071777344,3080452915,SOL-USD,CRYPTO,yfinance,1d
2024-07-22,184.54556274414062,184.79246520996094,177.04412841796875,178.97828674316406,2808509242,SOL-USD,CRYPTO,yfinance,1d
2024-07-23,178.97828674316406,180.49615478515625,170.98854064941406,172.757568359375,3230351478,SOL-USD,CRYPTO,yfinance,1d
2024-07-24,172.75851440429688,182.35760498046875,171.21041870117188,178.0323028564453,3112174836,SOL-USD,CRYPTO,yfinance,1d
2024-07-25,178.02952575683594,179.52093505859375,165.9325408935547,171.96307373046875,4067186719,SOL-USD,CRYPTO,yfinance,1d
2024-07-26,171.9625701904297,183.53836059570312,171.87789916992188,183.13671875,2816314095,SOL-USD,CRYPTO,yfinance,1d
2024-07-27,183.13809204101562,188.14059448242188,178.59835815429688,184.0854034423828,3248901126,SOL-USD,CRYPTO,yfinance,1d
2024-07-28,184.08599853515625,186.51461791992188,181.3953399658203,184.88607788085938,1852374783,SOL-USD,CRYPTO,yfinance,1d
2024-07-29,184.88719177246094,193.73228454589844,181.88536071777344,182.7805938720703,3654304391,SOL-USD,CRYPTO,yfinance,1d
2024-07-30,182.77159118652344,184.1801300048828,176.02243041992188,179.10719299316406,2766172800,SOL-USD,CRYPTO,yfinance,1d
2024-07-31,179.10804748535156,184.179443359375,171.81919860839844,171.82615661621094,3055204208,SOL-USD,CRYPTO,yfinance,1d
2024-08-01,171.82566833496094,172.68980407714844,157.98838806152344,167.672119140625,4402828194,SOL-USD,CRYPTO,yfinance,1d
2024-08-02,167.66053771972656,169.04396057128906,150.08499145507812,152.6382293701172,4507521137,SOL-USD,CRYPTO,yfinance,1d
2024-08-03,152.6382293701172,153.77685546875,140.22140502929688,142.9219970703125,3620526646,SOL-USD,CRYPTO,yfinance,1d
2024-08-04,142.9219512939453,145.83766174316406,132.13967895507812,138.05508422851562,4333596296,SOL-USD,CRYPTO,yfinance,1d
2024-08-05,138.0526885986328,139.14146423339844,110.60955810546875,129.8643035888672,14114308949,SOL-USD,CRYPTO,yfinance,1d
2024-08-06,129.86294555664062,149.35296630859375,129.78857421875,144.09036254882812,5813459735,SOL-USD,CRYPTO,yfinance,1d
2024-08-07,144.0882110595703,155.00779724121094,142.7469024658203,144.63209533691406,5529725414,SOL-USD,CRYPTO,yfinance,1d
2024-08-08,144.63247680664062,163.02590942382812,142.01992797851562,162.9307403564453,5385642745,SOL-USD,CRYPTO,yfinance,1d
2024-08-09,162.9307403564453,163.24948120117188,151.22613525390625,156.45721435546875,3217916997,SOL-USD,CRYPTO,yfinance,1d
2024-08-10,156.45721435546875,158.5860595703125,152.873046875,153.95916748046875,1662980960,SOL-USD,CRYPTO,yfinance,1d
2024-08-11,153.961669921875,157.93190002441406,141.34829711914062,141.52685546875,2411765937,SOL-USD,CRYPTO,yfinance,1d
2024-08-12,141.53207397460938,150.81463623046875,141.4407958984375,146.45423889160156,3380174341,SOL-USD,CRYPTO,yfinance,1d
2024-08-13,146.45455932617188,149.61012268066406,143.1520233154297,146.7126922607422,2224488388,SOL-USD,CRYPTO,yfinance,1d
2024-08-14,146.7126922607422,151.72604370117188,142.71792602539062,143.9234619140625,2714536693,SOL-USD,CRYPTO,yfinance,1d
2024-08-15,143.92266845703125,147.35154724121094,138.16192626953125,142.74581909179688,3032770371,SOL-USD,CRYPTO,yfinance,1d
2024-08-16,142.7428741455078,144.7954559326172,136.3846435546875,139.33056640625,2707615564,SOL-USD,CRYPTO,yfinance,1d
2024-08-17,139.33056640625,141.96282958984375,137.86630249023438,141.7985076904297,1199702073,SOL-USD,CRYPTO,yfinance,1d
2024-08-18,141.7985076904297,146.96298217773438,140.95962524414062,142.58688354492188,1866239536,SOL-USD,CRYPTO,yfinance,1d
2024-08-19,142.58688354492188,145.9236297607422,140.74871826171875,144.34368896484375,2077549615,SOL-USD,CRYPTO,yfinance,1d
2024-08-20,144.3468475341797,148.6486053466797,141.36070251464844,143.16773986816406,2124392770,SOL-USD,CRYPTO,yfinance,1d
2024-08-21,142.33303833007812,144.1562957763672,139.26654052734375,142.70960998535156,1923259439,SOL-USD,CRYPTO,yfinance,1d
2024-08-22,142.70960998535156,144.81321716308594,140.9344024658203,143.2579345703125,1368400829,SOL-USD,CRYPTO,yfinance,1d
2024-08-23,143.2579345703125,153.771240234375,143.16477966308594,153.10708618164062,2560976300,SOL-USD,CRYPTO,yfinance,1d
2024-08-24,153.10833740234375,162.16932678222656,152.15208435058594,160.73175048828125,2749419604,SOL-USD,CRYPTO,yfinance,1d
2024-08-25,160.73175048828125,161.94796752929688,155.50714111328125,158.90911865234375,2085078554,SOL-USD,CRYPTO,yfinance,1d
2024-08-26,158.9114990234375,161.91110229492188,155.88449096679688,157.23687744140625,2588808155,SOL-USD,CRYPTO,yfinance,1d
